DATE,Food,Smoke,Drugs,MedEq,Telcm
199201,-5.66,-4.93,-6.21,-2.87,-2.87
199202,-0.77,0.24,-2.1,-5.39,-1.45
199203,-2.91,-3.83,-5.63,-4.59,-0.83
199204,-1.28,7.86,-1.67,-4.52,7.04
199205,0.79,0.14,1.2,3.09,-2.46
199206,0.01,-9.28,-4.71,-4.57,1.32
199207,5.65,4.61,6.05,3.96,5.44
199208,2.1,-0.21,-3.55,-2.88,-0.97
199209,2.83,1.37,-5.14,-2.54,1.91
199210,-2.68,-4.21,3.04,4.18,-0.54
199211,3.59,1.98,4.33,4.35,3.88
199212,-1.22,-2.84,-2.06,2.28,5.65
199301,-3.27,-5.75,-8.09,-3.09,1.33
199302,-2.32,-3.17,-7.65,-12.21,5.71
199303,-2.59,-0.91,0.55,-1.01,3.27
199304,-12.47,-15.86,3.39,-9.71,-2.87
199305,2.53,4.76,2.38,6.95,4.16
199306,-1.8,-0.27,-3.78,-1.07,4.64
199307,-5.17,-4.65,-7.39,-4.6,2.14
199308,5.34,-1.3,4.67,-0.32,5.24
199309,-2.18,-3.86,0.58,-1.64,-0.49
199310,9.29,9.84,5.5,5.82,2.41
199311,0.9,5.9,1.62,-1.45,-5.95
199312,-0.74,-0.94,1.07,2.14,-0.53
199401,1.54,10.21,-0.17,6.36,2.16
199402,-2.62,-7.15,-6.45,-6.49,-5.5
199403,-3.75,-11.05,-7.1,-6.61,-3.61
199404,1.03,11.26,3.48,-2.05,1.57
199405,-0.7,-6.82,4.61,3.77,1.63
199406,1.29,3.11,-3,-3.22,0.62
199407,2.58,5.53,0.44,2.14,3.1
199408,8.23,9.78,11.27,11.26,1.08
199409,0.42,-2.81,1.54,2.26,-1.23
199410,2.33,-2.41,1.83,-1.79,-0.12
199411,-2.02,-2.01,1.53,0.97,-5.44
199412,1.59,-2.04,0.31,3.36,0.88
199501,2.01,4.59,6.43,5.75,4.16
199502,1.43,-1.25,2.18,2.33,1.51
199503,3.62,5.91,1.78,6.25,0.25
199504,3.95,-4.33,3.82,3.42,1.62
199505,3.49,3.91,2.78,0.71,0.93
199506,2.59,-0.92,4.49,6.65,3.89
199507,-1,-3.6,4.49,6.7,5.04
199508,1.14,4.5,0.7,3.92,4.4
199509,8.25,2.97,7.99,8.27,5.77
199510,0.1,2.84,2.26,-1.65,0.15
199511,3.83,3.06,5.13,3.43,2.8
199512,3.22,4.96,6.61,4.74,4.13
199601,3.7,1.8,6.01,5.23,2.31
199602,1.34,3.27,-1.53,-0.87,-2.5
199603,-4.16,-7.72,-0.03,0.22,-2.01
199604,-0.44,-1.58,-0.61,-1.6,2.86
199605,5.81,5.46,4.51,2.63,-0.02
199606,2.32,3.68,0.58,-3.38,0.55
199607,-2.19,0.18,-5.07,-9.46,-8.49
199608,-1.13,-13.16,3.69,5.38,-1.33
199609,9.69,1.39,7.44,10.03,1.77
199610,1.91,3.28,0.86,-5.25,-0.46
199611,6.3,10.76,7.54,2.24,5.49
199612,-2.84,9.26,-3.95,1.64,2.9
199701,2.65,4.59,11.39,4.45,2.33
199702,2.64,12.45,1.13,-1.25,2.57
199703,-0.8,-13.54,-7.06,-7.54,-7.85
199704,3.67,3.21,7.25,2.07,2.57
199705,2.2,10,6.38,9.27,6.56
199706,6.85,2.65,9.51,5.89,3.46
199707,4.87,1.58,2.08,6.48,2.46
199708,-4.71,-3.07,-7.34,-1.5,-2.74
199709,6.89,-3.16,7.68,3.37,9.7
199710,-1.52,-4.32,1.59,-6.89,2.89
199711,7.4,9.2,2.88,3.95,10.69
199712,2.51,5.54,3.99,2.29,4.22
199801,-2.62,-7.59,7.65,3.29,5.04
199802,3.19,4.62,4.81,7.09,2.41
199803,4.4,-3.25,3.65,2.13,10.11
199804,-4.72,-10.95,2.13,0.63,-3.2
199805,0.71,0.63,-2.28,-1.81,-1.79
199806,-0.23,5.81,7.31,4.73,3.02
199807,-7.1,10.55,0.18,1.3,3.93
199808,-8.28,-5.15,-10.94,-16.16,-11.8
199809,5.54,12.45,13.63,7.98,10.16
199810,8.54,10.79,3.63,5.98,6.86
199811,4.17,9.2,6.18,5.87,3.61
199812,-1.44,-3.17,4.61,9.53,14.35
199901,-4.21,-12.25,0.95,1.58,8.95
199902,-3.19,-16,1.31,-4.7,-2.89
199903,-4.98,-9,2.29,5.92,-0.96
199904,0.8,0.09,-7.23,0.58,7.74
199905,3.93,10,-2.36,-1.35,1.03
199906,1.57,4.86,4.89,4.59,5.82
199907,-4.14,-6.91,-4.91,0.29,-1.89
199908,-1.52,0.56,4.72,-0.66,-7.97
199909,-3.49,-6.92,-6.78,-8.65,4.08
199910,9.55,-24.96,13.03,-3.61,8.77
199911,-6.41,3.5,0.59,6.73,4.43
199912,-5.86,-10.19,-6.65,-1.03,2.93
200001,-10.42,-8.77,7.73,8.81,-3.54
200002,-7.16,-4,-3.39,6.57,-4.1
200003,10.37,5.15,-0.56,0.72,7.67
200004,-5.08,3.83,5.76,1.07,-7.62
200005,17.38,19.52,5.14,-1,-10.76
200006,1.77,2.98,13.18,0.79,4.04
200007,-1.76,-4.48,-8.08,1.18,-7.46
200008,-2.98,19.12,2.86,6.8,-1.39
200009,6.03,0.88,4.14,-1.55,-3.35
200010,6.57,22.87,2.31,-1.22,-0.24
200011,3.7,4.14,0.68,-0.47,-15.46
200012,6.28,17.02,2.82,5.44,-4.57
200101,-5.2,0.09,-8.75,-4.33,14.38
200102,1.05,9.48,-0.99,-0.09,-9.85
200103,-3.08,-0.11,-9.06,-6.06,-5.79
200104,-2.01,5.59,4.8,0.08,2.7
200105,2.81,2.27,2.88,2.64,-1.38
200106,-0.41,-0.57,-4.92,2.65,-3.11
200107,4.24,-9.19,2.41,1.48,-0.56
200108,2.95,4.67,-3.39,-1.47,-9.3
200109,-0.46,2.92,-0.43,-1.48,-1.97
200110,1.58,-2.82,2.22,-1.29,-9.67
200111,1.11,1.19,4.76,8.81,5.8
200112,2.16,-1.72,-4.12,4.65,2.54
200201,2.1,8.44,-2.78,-1.46,-6.94
200202,0.88,5.04,0.52,-4.81,-2.21
200203,1.19,1.59,-0.79,3.89,0.12
200204,0.95,3.29,-9.46,-2.93,-12.96
200205,1.33,4.52,-2.89,0.66,3.2
200206,-2.8,-22.05,-10.29,-8.81,-14.02
200207,-8.77,4.05,-1.42,-5.58,-11.79
200208,-1.81,8.93,0.99,1.17,0.14
200209,-4.12,-21.26,-7.28,-2.23,-9.63
200210,8.04,4.91,8.37,2.55,22.11
200211,0.17,-6.58,4.85,4.49,11.76
200212,0.56,8.97,-4.9,-0.25,-9.44
200301,-4.22,-6.25,-0.67,-0.72,-4
200302,-4.72,1.24,-2.65,2.56,-6.61
200303,0.94,-19.67,4.88,-1.36,-0.66
200304,4.06,2.74,5.11,5.31,11.5
200305,5.53,32.46,3.14,6.19,6.29
200306,0.92,10.9,4.92,3.02,1.91
200307,0.19,-11.3,-1.01,5.49,-1.93
200308,-0.53,2.53,-3.69,-0.64,1.16
200309,2.13,8.1,0.46,-0.03,-5.64
200310,3.86,6.13,0.01,3.51,6.81
200311,2.27,11.59,1.08,3.5,-0.68
200312,1.28,5.67,6.23,4.56,7.64
200401,1.04,2.05,2.3,6.36,1.4
200402,6.37,3.82,1.46,-0.26,-0.49
200403,1.4,-4.03,-5.04,0.97,-2.06
200404,3.05,1.9,3.85,2.74,-0.48
200405,-1.72,-12.61,-0.41,-0.23,-2.95
200406,2.11,6.02,-1.62,3.12,0.82
200407,-3.93,-3.76,-5.66,-6.95,-1.02
200408,-0.12,3.19,2.38,-0.98,1.17
200409,-0.67,-2.48,-3.34,6.22,1.41
200410,3.42,2.84,-2.58,-2.55,3.46
200411,3.6,17.41,-0.1,1.3,3.61
200412,5.44,7.48,6,4.78,4.29
200501,0.39,4.36,-5.6,-0.09,-4.21
200502,-1.03,3.12,2.55,1.35,-0.3
200503,-1.36,0.31,0.03,-4.9,-0.18
200504,-0.07,-1.34,4.5,3.03,-2
200505,1.94,3.18,1.69,0.46,1.54
200506,-2.45,-2.34,-0.74,-1.58,0.14
200507,2.14,3.58,3.87,6.38,3.09
200508,-1.87,4.54,-0.51,0.41,-1.25
200509,2.01,4.74,-1.43,-4.12,-1.47
200510,-3.01,1.7,-3.58,-1.5,-2.98
200511,-0.65,-2.62,1.03,2.33,2.63
200512,0.05,4.2,3.09,1.16,-1.66
200601,1.54,-2.45,2.08,3.05,3.82
200602,1.62,-0.11,1.88,-1.99,3.33
200603,2.63,0.12,-0.89,-1.13,1.82
200604,2.29,3.33,-2.29,-0.8,1.68
200605,3.6,-0.95,-1.88,-4.37,-0.22
200606,-0.69,2.95,0.8,-4.32,2.96
200607,1.48,9.04,4.31,4.5,2.42
200608,2.2,4.31,2.31,1.16,2.28
200609,0.51,-6.39,2.33,-0.69,3.66
200610,1.94,5.43,1.78,3.86,5.19
200611,0.17,3.41,-0.56,1.96,0.63
200612,0.42,3.01,-0.62,2.69,4.33
200701,0.53,1.29,3.2,5.6,3
200702,0.21,-3.51,-3.26,-2.88,-2.77
200703,2.76,4.88,-0.39,0.46,2.32
200704,3.22,2.78,7.76,3.91,1.74
200705,0.38,2.62,1.07,1.09,7.31
200706,-1.07,-0.06,-4.04,-1.43,-1.8
200707,-4.77,-5.09,-4.37,-1.92,-3.1
200708,1.79,4.21,2.38,2.47,-0.86
200709,2.11,0.88,3.22,4.91,2.05
200710,-1.92,4.57,2.56,-1.76,-2.17
200711,1.48,6.64,0.21,-0.73,-6.43
200712,-0.07,-2.08,-5.26,0.77,-0.25
200801,-7.81,-0.45,-4.74,-3.44,-7.75
200802,3.04,-2.69,-1.13,0.58,-3.88
200803,2.23,-0.12,-1.8,-0.95,-0.05
200804,3.71,-9.48,-0.24,1.66,4.69
200805,0.8,10.07,2.14,0.04,4.73
200806,-9.7,-6.69,-3.09,-1.45,-10.89
200807,6.14,3.59,7.53,3.83,-3.18
200808,-0.49,3.33,1.25,3.48,4
200809,-1.51,-5.98,-5.7,-7.07,-12.61
200810,-9.48,-6.55,-8.8,-19.39,-15.56
200811,-7.42,-7.33,-4.88,-18.9,-1.58
200812,2.59,1.33,6.79,6.18,3.46
200901,-0.29,-7.11,-2.93,2.73,-10.28
200902,-11.04,-8.55,-9.51,-12.56,-6.94
200903,0.96,7.38,7.8,4.54,7.51
200904,3.43,2.22,-3.07,6.54,9.66
200905,7.69,12.62,6.49,5.42,1.05
200906,2.63,1.19,3.37,4.67,1.65
200907,7.15,7.46,6.03,2.33,5.52
200908,-0.05,0.33,1.58,5.3,0.73
200909,2.12,4.56,2.36,2.18,6.48
200910,1.1,-0.28,-3.41,-5.43,-3.48
200911,2,2.17,8.16,9.98,6.52
200912,3.06,3.28,1.87,3.7,6.42
201001,0.47,-3.32,0.33,-0.34,-6.72
201002,3.02,4.39,-0.15,2.18,2.76
201003,4.22,6.11,3.19,4.45,7.63
201004,0.08,-2.46,-3.13,0.36,3.41
201005,-3.9,-7.66,-8.29,-8.47,-5.86
201006,-1.3,3.3,-0.75,-3.47,-3.84
201007,2.95,10.74,3.1,0.32,9.53
201008,1.09,0.02,-0.03,-8.15,-1.99
201009,2.43,9.74,8.23,11.76,7.87
201010,3.83,5.35,2.27,0.25,4.57
201011,-2.72,-3.9,-4.31,-0.23,-1.89
201012,4.6,4.23,4.31,9.43,6.58
201101,-1.96,-3.3,-1.62,2.47,0.07
201102,6.57,8.65,2.76,4.55,7.4
201103,1.55,6.34,2.62,0.56,1.68
201104,5.75,5.37,7.09,5.03,3.3
201105,2.31,4.52,2.56,-0.18,0.77
201106,-1.11,-5.6,-1.47,-3.3,-1.39
201107,-0.21,2.84,-3.02,-4.37,-4.95
201108,-1.43,0.34,-1.9,-4.83,-5.06
201109,-3.71,-4.9,-2.75,-7.74,-5.77
201110,3.68,7.59,4.97,6.28,7.59
201111,0.54,7.16,1.65,-0.56,0.3
201112,1.05,3.61,4.2,1.9,3.13
201201,0.79,-4.66,2.65,6.7,2.37
201202,2.07,10.53,0.95,0.94,4.85
201203,1.51,4.92,4.31,3.56,2.31
201204,1.03,1.83,0.78,0.23,1.75
201205,-3.29,-3.61,-2.57,-5.48,-0.81
201206,1.33,5.93,6.49,5.93,7.05
201207,-2.72,3.94,3.23,-4.16,4.14
201208,4.4,-2.94,0.11,3.54,0.97
201209,1.13,-0.03,4.21,5.88,4.86
201210,-0.59,-2.52,-1.32,-3.72,-2.4
201211,3.88,3.27,1.46,0.86,0.07
201212,-0.7,-5.58,-0.96,0.36,1.15
201301,7.49,5.61,7.57,10.07,4.85
201302,4.84,2.2,1.88,-1.23,2.29
201303,7.98,2.72,7.2,3.25,5.64
201304,1.75,4.4,3.63,-1.8,4.3
201305,-2.03,-2.97,0.8,5.2,-1.8
201306,0.85,-2.26,-1.67,0.2,2.09
201307,5.43,1.76,8.94,5.7,3.42
201308,-3.63,-4.85,-3.64,-3.75,-3.29
201309,-0.23,4.27,4.12,3.73,4.28
201310,5.23,5.36,3.17,5.69,5.81
201311,-0.04,-2.42,5.1,1.97,0.09
201312,2.9,2.98,0.66,1.14,3.97
201401,-3.64,-8.33,2.06,0.92,-3.8
201402,4.94,3.35,7.17,3.6,2.56
201403,3.18,4.08,-3.5,1.42,0.17
201404,0.2,5.69,0.39,-4.7,0.39
201405,5.11,3.99,1.37,4.27,4.1
201406,0.1,-1.16,2.83,3.17,1.54
201407,-4.75,-3.26,-0.54,-1.36,0.79
201408,6.2,4.64,6.23,1.93,0.32
201409,-2.09,2.02,0.56,-3.4,-1.44
201410,2.75,5.85,5.24,10.6,1.31
201411,4.82,0.99,2.36,5.02,2.46
201412,-1.37,-2.89,-1.29,0.28,-2.04
201501,-2.09,3.07,2.17,-0.02,-4.47
201502,3.69,5.46,3.95,5.81,8.91
201503,2.55,-8.47,0.37,1.29,-2.11
201504,-0.11,6.01,-1.17,-2.73,3.6
201505,2.68,1.45,5.39,2.27,0.33
201506,-0.75,-2.57,-0.14,-0.15,-0.52
201507,3.69,9.74,3.48,4.53,1.55
201508,-4.04,-4.01,-9.1,-4.53,-8.38
201509,-1.75,2.5,-6.94,-5.49,-2.5
201510,5.74,10.85,8.77,5.28,9.05
201511,-1.44,-3.03,0.24,2.56,-2.03
201512,2.92,1.57,0.59,-0.36,-2.97
201601,-1.08,4.41,-11.29,-5.03,0.34
201602,2.1,0.95,-1.19,1.09,0.96
201603,3.78,4.92,3.22,6.27,6.15
201604,1.22,-0.28,4.59,6.54,0.66
201605,1.23,0.82,2.73,2.07,0.28
201606,7.52,6.96,-0.91,4.15,3.56
201607,0.12,-2.77,6.67,5.05,2.25
201608,-0.12,-1.2,-3.46,0.05,-3.17
201609,-3.14,-2.76,0.3,1.38,0.46
201610,-0.14,4.61,-7.48,-8,-3.03
201611,-5.57,-5.12,3.2,-1.02,6.56
201612,5.44,5.42,0.27,2.99,4.88
201701,1,5.65,1.21,5.56,3.35
201702,1.75,7.98,7.51,4.32,-0.02
201703,-0.84,1.06,-0.35,2.43,0.92
201704,0.6,-0.09,0.29,5.06,0.17
201705,-0.09,6.18,-0.62,2.12,-1.4
201706,-4.35,-0.94,5.81,3.69,-2.46
201707,1.36,-5.97,1.34,-0.15,5.29
201708,-4.87,-0.87,3.41,0.14,-2.48
201709,0.63,-2.04,2.5,1.25,-1.5
201710,0.21,-2.82,-3.39,3.96,-5.55
201711,6.32,1.41,1.95,4.56,4.07
201712,-0.16,4.96,0.44,-4.05,4.49
201801,0.39,0.13,5.54,10.06,3.14
201802,-6.78,-6.61,-3.75,-2.72,-7.06
201803,-2.28,-1.65,-3.04,0.28,-2.54
201804,-3.44,-14.17,-0.71,2.98,-2.3
201805,-0.83,-1.87,1.24,5.74,-0.82
201806,6.12,3.07,1.2,2.6,6.43
201807,0.31,5.24,6.69,2.27,2.71
201808,1.05,-5.44,4.03,6.14,2.89
201809,-2.23,5.38,1.84,3.86,1.79
201810,0.87,7.9,-8.08,-12.37,-0.4
201811,0.25,-8.41,7.05,4.61,2.51
201812,-11.12,-15.82,-7.7,-8.47,-8.7
201901,8.51,7.87,4.01,9.43,5.46
201902,-3.55,10.21,3.31,3.79,3.22
201903,5.54,6.44,0.39,2.09,0.45
201904,2.56,-3.55,-3.24,-3.77,6
201905,-5.46,-10.29,-3.42,-2.94,-3
201906,4.84,1.04,5.88,9.76,5.15
201907,2.49,3.38,-3.37,1.2,2.05
201908,-0.07,-11.05,-0.37,-0.42,0.29
201909,1.62,1.95,-0.96,-1.54,1.26
201910,-2.08,8.1,5.27,3.02,2.17
201911,3.43,5.52,5.67,4.66,2.48
201912,3.06,3.22,4.08,1.24,1.04
202001,-1.38,-3.66,-2.46,-0.96,-2.11
202002,-9.3,-6.71,-4.77,-7.65,-6.21
202003,-4.24,-6.76,-2.39,-11.44,-13.3
202004,8.6,1.98,13.24,13.86,9.51
202005,3.67,-1.21,3.87,5.24,4.81
202006,-0.29,-0.72,-1.32,-1.58,-2.62
202007,5.98,7.78,1.4,11.01,5.05
202008,3.45,4.77,2.05,3.49,5.6
202009,-3.97,-6.55,-1.53,-1.43,-1.97
202010,-3.15,-5.69,-5.3,-2.91,-3.87
202011,7.25,8.05,10.37,7.59,14.48
202012,1.94,8.67,3.86,6.33,5.15
202101,-1.32,-2.28,3.96,1.45,-3.53
202102,-0.05,5.73,-2.09,1.15,4.26
202103,8.01,11.71,-0.15,-0.56,1.64
202104,2.7,1.43,1.64,6.09,3.06
202105,3.9,2.04,0.89,-3.12,-0.52
202106,-3.1,2,4.95,3.84,-0.01
202107,-2.43,0.96,2.14,5.02,0.35
202108,-0.56,3.47,3.66,2.46,1.36
202109,-2.2,-7.05,-6.39,-4.44,-5.59
202110,2.28,-1.37,1.86,3.64,-4.23
202111,-3.44,-7.02,-2.11,-7.64,-7.18
202112,9.6,12.42,5.27,9.21,3.96
202201,1.26,7.88,-7.34,-10.86,-1.9
202202,0.9,-0.8,-2.48,1.56,0.29
202203,1.2,-2.26,7.1,0.86,-2.44
202204,2.53,6.37,-4.27,-11.58,-10.61
202205,-3.22,2.68,2.08,-1.82,8.65
202206,-2.01,-11.62,0.87,-8.11,-6.64
202207,3.64,0.55,0.51,6.3,-0.04
202208,-0.3,-0.13,-5.38,-4.68,-2.86
202209,-7.73,-10.56,-0.15,-6.03,-13.83
202210,11.26,12.07,9.44,8.34,10.57
202211,2.96,5.59,5.26,5.99,2.15
202212,-2.38,1.87,-2,0.05,-6.81
202301,-2.19,1.46,-2.3,1.32,13.53
202302,-1.23,-3.38,-4.86,-2.89,-6.51
202303,3.45,0.11,2.25,4.74,-0.12
202304,2.93,4.1,3.07,7.37,1
202305,-5,-8.73,-2.47,-6.09,-9.42
202306,-0.74,7.77,2.88,8.58,4.63
202307,2.1,1.49,0.66,-2.15,0.97
202308,-5.31,-3.28,2.7,-7.02,0.16
202309,-4.28,-2.43,-3.92,-6.91,-3.21
202310,-4.98,-4,-4.04,-6.36,-0.18
202311,4.26,4.76,4.55,10.04,6.97
202312,4.33,0.91,6.44,7.38,2.25
202401,-1.54,-2.51,3.75,4.1,4.54
202402,-0.92,0,5.47,2.77,-2.72
202403,3.9,5.16,1.28,3.74,3.08
202404,0.65,2.46,-5.72,-5.66,-6.51
202405,-1.44,6.42,4.27,0.58,3.74
202406,-3.68,1.03,3.93,1.56,-0.6
202407,4.06,11.69,1.23,-2.55,3.84
202408,5.09,7.96,6.28,7.56,1.21
202409,0.95,-1.31,-3.1,0.83,5.63
202410,-4.28,8.46,-3.27,-1.11,2.36
202411,0.63,2.15,-2.92,5.8,9.18
202412,-5.7,-8.25,-5.02,-4.52,-7.96
